         931899 function calls (884149 primitive calls) in 4.011 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeVariableAccessed}
        2    0.000    0.000    0.000    0.000 gzip.py:123(__init__)
      8/4    0.000    0.000    0.000    0.000 typing.py:1164(__setattr__)
        2    0.000    0.000    0.001    0.000 nn_ops.py:2840(leaky_relu)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.fromiter}
        3    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 random_ops.py:42(random_normal)
        6    0.000    0.000    0.000    0.000 base.py:577(_maybe_initialize_trackable)
        2    0.000    0.000    0.001    0.000 gen_nn_ops.py:4954(leaky_relu)
        1    0.000    0.000    0.000    0.000 math_ops.py:992(_truediv_python3)
        2    0.000    0.000    0.001    0.000 gen_math_ops.py:3864(floor_mod)
        2    0.000    0.000    0.001    0.000 gen_math_ops.py:7112(_range)
        2    0.000    0.000    0.001    0.000 gen_array_ops.py:10344(tile)
      104    0.000    0.000    0.000    0.000 inspect.py:2817(parameters)
       10    0.000    0.000    0.000    0.000 tensor_shape.py:278(merge_with)
       38    0.000    0.000    0.000    0.000 tensor_shape.py:773(_v2_behavior)
        2    0.000    0.000    0.000    0.000 _compression.py:66(readinto)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(array_equal)
        2    0.000    0.000    0.000    0.000 gzip.py:20(open)
       14    0.000    0.000    0.000    0.000 gradients_util.py:784(_GetGrad)
        1    0.000    0.000    0.004    0.004 vae_tf_mnist.py:85(decode)
        2    0.000    0.000    0.000    0.000 posixpath.py:75(join)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        4    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 __init__.py:34(download_file)
        1    0.000    0.000    0.001    0.001 adam.py:134(_prepare)
        1    0.000    0.000    0.217    0.217 optimizer.py:355(minimize)
        6    0.000    0.000    0.000    0.000 base.py:453(_method_wrapper)
        2    0.000    0.000    0.001    0.000 gen_nn_ops.py:10196(relu_grad)
        2    0.000    0.000    0.000    0.000 gen_math_ops.py:7334(reciprocal)
       25    0.000    0.000    0.000    0.000 op_def_library.py:414(<genexpr>)
       16    0.000    0.000    0.000    0.000 execute.py:166(make_int)
        2    0.000    0.000    0.000    0.000 object_identity.py:174(__init__)
        8    0.000    0.000    0.000    0.000 random_seed.py:37(get_seed)
        8    0.000    0.000    0.000    0.000 ops.py:1602(<listcomp>)
       32    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetRestartOnThread}
      104    0.000    0.000    0.000    0.000 inspect.py:2821(return_annotation)
        2    0.000    0.000    0.001    0.000 nn_grad.py:446(_LeakyReluGrad)
       14    0.000    0.000    0.000    0.000 distribution_strategy_context.py:215(get_strategy_and_replica_context)
        2    0.000    0.000    0.000    0.000 gzip.py:378(__init__)
        2    0.000    0.000    0.000    0.000 gzip.py:493(_read_eof)
        1    0.000    0.000    0.000    0.000 gradients_util.py:529(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        4    0.000    0.000    0.000    0.000 __init__.py:108(import_module)
        3    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
       81    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        2    0.000    0.000    0.000    0.000 optimizer.py:883(_assert_valid_dtypes)
        2    0.000    0.000    0.001    0.000 math_grad.py:634(_ExpGrad)
        2    0.000    0.000    0.000    0.000 gen_math_ops.py:5201(log)
        9    0.000    0.000    0.000    0.000 dtypes.py:157(is_quantized)
       51    0.000    0.000    0.000    0.000 ops.py:1903(_id)
        1    0.000    0.000    0.000    0.000 device_spec.py:92(__init__)
       28    0.000    0.000    0.000    0.000 inspect.py:277(isbuiltin)
       10    0.000    0.000    0.000    0.000 tensor_shape.py:842(__getitem__)
        5    0.000    0.000    0.000    0.000 tensor_shape.py:964(assert_same_rank)
        2    0.000    0.000    0.000    0.000 _compression.py:39(__init__)
       18    0.000    0.000    0.000    0.000 numeric.py:2283(_array_equal_dispatcher)
        3    0.000    0.000    0.000    0.000 distribution_strategy_context.py:287(_get_default_strategy)
        2    0.000    0.000    0.000    0.000 gzip.py:302(close)
       32    0.000    0.000    0.000    0.000 typing.py:889(__extrahook__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       28    0.000    0.000    0.000    0.000 optimizer.py:157(__init__)
       28    0.000    0.000    0.000    0.000 optimizer.py:1078(_slot_dict)
       42    0.000    0.000    0.000    0.000 variable_scope.py:1166(use_resource)
       28    0.000    0.000    0.000    0.000 variables.py:1186(get_shape)
        1    0.000    0.000    0.001    0.001 variables.py:3196(variables_initializer)
        2    0.000    0.000    0.000    0.000 gen_nn_ops.py:10009(relu)
        1    0.000    0.000    0.000    0.000 math_ops.py:3134(sigmoid)
        2    0.000    0.000    0.000    0.000 gen_math_ops.py:3540(exp)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:3789(floor_div)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:5809(mean)
        1    0.000    0.000    0.001    0.001 array_ops.py:2676(placeholder)
        8    0.000    0.000    0.000    0.000 op_def_library.py:445(<listcomp>)
        3    0.000    0.000    0.000    0.000 tensor_util.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 lock_util.py:54(__init__)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1828(TF_NewSessionOptions)
       10    0.000    0.000    0.000    0.000 indexed_slices.py:362(convert_n_to_tensor_or_indexed_slices)
        1    0.000    0.000    0.000    0.000 __init__.py:852(handle)
        1    0.000    0.000    0.000    0.000 gradients_util.py:258(_StopOps)
       42    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
       28    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.034    0.034 __init__.py:164(test_images)
        1    0.000    0.000    0.000    0.000 adam.py:39(__init__)
        1    0.000    0.000    0.000    0.000 optimizer.py:517(<listcomp>)
        2    0.000    0.000    0.000    0.000 optimizer.py:904(_valid_dtypes)
        1    0.000    0.000    0.001    0.001 math_grad.py:585(_SquareGrad)
        1    0.000    0.000    0.000    0.000 gen_random_ops.py:605(random_standard_normal)
        1    0.000    0.000    0.000    0.000 session.py:795(as_default)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1170(regularizer)
        1    0.000    0.000    0.001    0.001 variables.py:3230(global_variables_initializer)
        2    0.000    0.000    0.001    0.001 math_ops.py:1496(reduce_sum_v1)
       58    0.000    0.000    0.000    0.000 resource_variable_ops.py:531(_as_graph_element)
        2    0.000    0.000    0.001    0.001 resource_variable_ops.py:791(_lazy_read)
        1    0.000    0.000    0.001    0.001 gen_math_ops.py:5735(maximum)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:8776(sigmoid_grad)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:9926(square)
        4    0.000    0.000    0.000    0.000 execute.py:159(make_float)
        1    0.000    0.000    0.000    0.000 deprecation.py:100(_call_location)
        1    0.000    0.000    0.000    0.000 tf_logging.py:176(warning)
        1    0.000    0.000    0.000    0.000 ops.py:5209(default_session)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteSessionOptions}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetOpDef}
        1    0.000    0.000    0.000    0.000 __init__.py:1421(_log)
       16    0.000    0.000    0.000    0.000 _methods.py:47(_all)
        2    0.000    0.000    0.001    0.000 nn_grad.py:413(_ReluGrad)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(_gcd_import)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.220    0.220 __init__.py:149(train_images)
        1    0.000    0.000    0.000    0.000 optimizer.py:521(_scale_loss)
        1    0.000    0.000    0.001    0.001 math_grad.py:35(_safe_shape_div)
       21    0.000    0.000    0.000    0.000 math_ops.py:3041(<genexpr>)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:7258(real_div)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:8720(sigmoid)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:9796(sqrt)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:9867(sqrt_grad)
        1    0.000    0.000    0.000    0.000 gen_array_ops.py:772(broadcast_to)
        4    0.000    0.000    0.000    0.000 op_def_library.py:141(_MakeFloat)
       25    0.000    0.000    0.000    0.000 op_def_library.py:530(<genexpr>)
        1    0.000    0.000    0.000    0.000 c_api_util.py:45(__init__)
        3    0.000    0.000    0.000    0.000 ops.py:4796(prevent_feeding)
       28    0.000    0.000    0.000    0.000 tf_inspect.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_SetConfig}
       16    0.000    0.000    0.000    0.000 tensor_shape.py:97(dimension_value)
        1    0.000    0.000    0.000    0.000 __init__.py:971(flush)
        1    0.000    0.000    0.000    0.000 __init__.py:982(emit)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2060(__init__)
       14    0.000    0.000    0.000    0.000 distribute_lib.py:2192(value_container)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:302(_get_default_replica_context)
        2    0.000    0.000    0.000    0.000 gzip.py:74(__init__)
        4    0.000    0.000    0.000    0.000 gzip.py:385(_init_read)
        1    0.000    0.000    0.000    0.000 control_flow_state.py:760(MaybeCreateControlFlowState)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        8    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       16    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       14    0.000    0.000    0.000    0.000 adam.py:123(<lambda>)
        1    0.000    0.000    0.000    0.000 optimizer.py:504(<listcomp>)
        1    0.000    0.000    0.000    0.000 optimizer.py:507(<listcomp>)
        1    0.000    0.000    0.000    0.000 math_grad.py:1005(_SigmoidGrad)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1182(custom_getter)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1400(__init__)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1162(dtype)
       56    0.000    0.000    0.000    0.000 variable_scope.py:1178(partitioner)
        1    0.000    0.000    0.000    0.000 math_ops.py:1150(floordiv)
        8    0.000    0.000    0.000    0.000 math_ops.py:1438(<genexpr>)
        3    0.000    0.000    0.001    0.000 math_ops.py:331(multiply)
       28    0.000    0.000    0.000    0.000 resource_variable_ops.py:495(shape)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:235(_handle_graph)
        5    0.000    0.000    0.000    0.000 compat.py:39(_date_to_date_number)
        5    0.000    0.000    0.000    0.000 compat.py:63(forward_compatible)
        4    0.000    0.000    0.001    0.000 array_ops.py:522(shape)
        3    0.000    0.000    0.000    0.000 dtypes.py:152(is_complex)
        1    0.000    0.000    0.000    0.000 monitoring.py:133(get_cell)
        2    0.000    0.000    0.000    0.000 ops.py:6057(add_to_collection)
        8    0.000    0.000    0.000    0.000 ops.py:2952(seed)
        1    0.000    0.000    0.000    0.000 device_spec.py:123(from_string)
        1    0.000    0.000    0.000    0.000 device.py:115(__init__)
       32    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetStopOnThread}
       14    0.000    0.000    0.000    0.000 indexed_slices.py:260(convert_to_tensor_or_indexed_slices)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:892(num_elements)
        1    0.000    0.000    0.000    0.000 __init__.py:564(format)
        1    0.000    0.000    0.000    0.000 __init__.py:1500(callHandlers)
       74    0.000    0.000    0.000    0.000 distribute_lib.py:525(extended)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1294(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1892(__init__)
       10    0.000    0.000    0.000    0.000 gzip.py:298(closed)
        1    0.000    0.000    0.000    0.000 gradients_util.py:548(<listcomp>)
        3    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 {function DecompressReader.close at 0x7fbe976dff28}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 optimizer.py:313(__init__)
        1    0.000    0.000    0.000    0.000 math_grad.py:595(_SqrtGrad)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1158(initializer)
        2    0.000    0.000    0.001    0.001 variables.py:1080(_run_op)
        2    0.000    0.000    0.000    0.000 math_ops.py:1439(<listcomp>)
        1    0.000    0.000    0.001    0.001 math_ops.py:1793(reduce_mean_v1)
       14    0.000    0.000    0.000    0.000 resource_variable_ops.py:1862(_ReadGrad)
        2    0.000    0.000    0.000    0.000 object_identity.py:175(<listcomp>)
        1    0.000    0.000    0.000    0.000 tf_logging.py:45(_get_caller)
        1    0.000    0.000    0.000    0.000 monitoring.py:153(increase_by)
        1    0.000    0.000    0.000    0.000 monitoring.py:185(get_cell)
        2    0.000    0.000    0.000    0.000 ops.py:5781(has_default_graph)
        1    0.000    0.000    0.000    0.000 ops.py:6093(get_collection_ref)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_MonitoringGetCellCounter0}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_NewSessionOptions}
       10    0.000    0.000    0.000    0.000 tensor_shape.py:264(assert_is_compatible_with)
        1    0.000    0.000    0.000    0.000 __init__.py:329(getMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:387(usesTime)
        1    0.000    0.000    0.000    0.000 __init__.py:390(format)
        2    0.000    0.000    0.000    0.000 __init__.py:809(acquire)
        1    0.000    0.000    0.000    0.000 __init__.py:1310(warning)
        1    0.000    0.000    0.000    0.000 __init__.py:1406(makeRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:1446(handle)
        6    0.000    0.000    0.000    0.000 _compression.py:12(_check_not_closed)
        2    0.000    0.000    0.000    0.000 _compression.py:150(tell)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:170(get_loss_reduction)
        2    0.000    0.000    0.000    0.000 distribution_strategy_context.py:41(__init__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:55(__init__)
        4    0.000    0.000    0.000    0.000 gzip.py:389(_read_exact)
        1    0.000    0.000    0.000    0.000 gradients_util.py:716(<listcomp>)
        4    0.000    0.000    0.000    0.000 gradients_util.py:856(DeviceKey)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 process.py:146(name)
        1    0.000    0.000    0.000    0.000 optimizer.py:405(<listcomp>)
        1    0.000    0.000    0.000    0.000 optimizer.py:592(<listcomp>)
        1    0.000    0.000    0.000    0.000 math_grad.py:545(_NegGrad)
        1    0.000    0.000    0.000    0.000 variable_scope.py:281(__init__)
        1    0.000    0.000    0.000    0.000 variables.py:3056(global_variables)
        1    0.000    0.000    0.000    0.000 math_ops.py:1039(truediv)
        1    0.000    0.000    0.001    0.001 math_ops.py:1857(reduce_mean)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:1853(op)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:480(device)
       14    0.000    0.000    0.000    0.000 resource_variable_ops.py:547(constraint)
        2    0.000    0.000    0.001    0.000 array_ops.py:602(size)
        3    0.000    0.000    0.000    0.000 object_identity.py:192(add)
        6    0.000    0.000    0.000    0.000 deprecation.py:583(deprecated_argument_lookup)
        1    0.000    0.000    0.000    0.000 decorator_utils.py:24(get_qualified_name)
        1    0.000    0.000    0.000    0.000 tf_logging.py:75(_logger_find_caller)
        4    0.000    0.000    0.000    0.000 lazy_loader.py:61(__getattr__)
        1    0.000    0.000    0.000    0.000 ops.py:3806(get_collection_ref)
        1    0.000    0.000    0.000    0.000 device_spec.py:332(_components_to_string)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_SetTarget}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.SetRequireShapeInferenceFns}
        2    0.000    0.000    0.000    0.000 tensor_shape.py:1097(assert_is_compatible_with)
        2    0.000    0.000    0.000    0.000 traceable_stack.py:131(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:120(getLevelName)
        1    0.000    0.000    0.000    0.000 __init__.py:542(usesTime)
        1    0.000    0.000    0.000    0.000 __init__.py:829(format)
        2    0.000    0.000    0.000    0.000 _compression.py:36(readable)
        1    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1230(current_thread)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:505(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1976(strategy)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2111(__init__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:73(__init__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:199(has_strategy)
        2    0.000    0.000    0.000    0.000 typing.py:1025(_abc_negative_cache)
        4    0.000    0.000    0.000    0.000 gradients_util.py:846(<lambda>)
        2    0.000    0.000    0.000    0.000 gradients_util.py:102(<genexpr>)
        1    0.000    0.000    0.000    0.000 gradients_util.py:547(<listcomp>)
        1    0.000    0.000    0.000    0.000 gradients_util.py:549(<listcomp>)
        3    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:917(_sanity_check)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        2    0.000    0.000    0.000    0.000 {method 'byteswap' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       16    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 process.py:35(current_process)
       14    0.000    0.000    0.000    0.000 optimizer.py:160(target)
        4    0.000    0.000    0.000    0.000 optimizer.py:1241(_call_if_callable)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1154(reuse)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1174(caching_device)
        2    0.000    0.000    0.000    0.000 base.py:656(_deferred_dependencies)
        1    0.000    0.000    0.000    0.000 variables.py:3152(trainable_variables)
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:485(graph)
        1    0.000    0.000    0.000    0.000 monitoring.py:145(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:4815(switch_to_thread_local)
        1    0.000    0.000    0.000    0.000 tf2.py:43(enabled)
        2    0.000    0.000    0.000    0.000 device_spec.py:31(_as_str_or_none)
        3    0.000    0.000    0.000    0.000 device_spec.py:35(_as_int_or_none)
        1    0.000    0.000    0.000    0.000 device_spec.py:39(_as_device_str_or_none)
        1    0.000    0.000    0.000    0.000 device_spec.py:281(_string_to_components)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_MonitoringCounterCellIncrementBy}
        2    0.000    0.000    0.000    0.000 tempfile.py:430(gettempdir)
        1    0.000    0.000    0.000    0.000 __init__.py:548(formatMessage)
        2    0.000    0.000    0.000    0.000 __init__.py:705(filter)
        2    0.000    0.000    0.000    0.000 __init__.py:816(release)
        1    0.000    0.000    0.000    0.000 threading.py:1076(name)
        2    0.000    0.000    0.000    0.000 typing.py:1039(_abc_negative_cache_version)
       13    0.000    0.000    0.000    0.000 gradients_util.py:958(<genexpr>)
        1    0.000    0.000    0.000    0.000 gradients_util.py:288(<genexpr>)
        1    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
