         912517 function calls (884899 primitive calls) in 2.368 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 compat.py:63(forward_compatible)
       21    0.000    0.000    0.000    0.000 tensor_util.py:492(<listcomp>)
        7    0.000    0.000    0.000    0.000 tf_logging.py:45(_get_caller)
        7    0.000    0.000    0.000    0.000 __init__.py:971(flush)
        7    0.000    0.000    0.000    0.000 __init__.py:982(emit)
        4    0.000    0.000    0.000    0.000 gradients_util.py:826(_AccumulatorShape)
        7    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        9    0.000    0.000    0.000    0.000 module_wrapper.py:52(contains_deprecation_decorator)
       28    0.000    0.000    0.000    0.000 variables.py:2582(shape)
        2    0.000    0.000    0.001    0.000 gen_math_ops.py:4183(floor_div)
       22    0.000    0.000    0.000    0.000 op_def_library.py:148(_MakeInt)
       17    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:136(<genexpr>)
       42    0.000    0.000    0.000    0.000 tensor_shape.py:805(<genexpr>)
       66    0.000    0.000    0.000    0.000 ops.py:2153(__getitem__)
        3    0.000    0.000    0.000    0.000 device_spec.py:281(_string_to_components)
       37    0.000    0.000    0.000    0.000 device_spec.py:413(to_string)
        7    0.000    0.000    0.000    0.000 __init__.py:1406(makeRecord)
        2    0.000    0.000    0.001    0.001 math_grad.py:632(_LogGrad)
        2    0.000    0.000    0.000    0.000 math_grad.py:179(EvaluateAsTuple)
        2    0.000    0.000    0.000    0.000 gzip.py:123(__init__)
        2    0.000    0.000    0.001    0.000 gzip.py:302(close)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.fromiter}
        9    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
        4    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 gen_random_ops.py:678(random_standard_normal)
       42    0.000    0.000    0.000    0.000 variable_scope.py:1344(variable_scope_count)
       28    0.000    0.000    0.000    0.000 variables.py:1190(get_shape)
      101    0.000    0.000    0.000    0.000 variables.py:1957(_ref)
        2    0.000    0.000    0.001    0.000 gen_nn_ops.py:10910(relu)
        2    0.000    0.000    0.001    0.000 gen_math_ops.py:4267(floor_mod)
        2    0.000    0.000    0.001    0.000 gen_math_ops.py:3907(exp)
       10    0.000    0.000    0.000    0.000 tensor_shape.py:277(merge_with)
      114    0.000    0.000    0.000    0.000 ops.py:2210(<listcomp>)
        2    0.000    0.000    0.000    0.000 optimizer.py:883(_assert_valid_dtypes)
       28    0.000    0.000    0.000    0.000 optimizer.py:1078(_slot_dict)
        1    0.000    0.000    0.137    0.137 gradients_impl.py:43(gradients)
       14    0.000    0.000    0.000    0.000 gradients_util.py:794(_GetGrad)
        2    0.000    0.000    0.000    0.000 posixpath.py:75(join)
       36    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        8    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.003    0.003 adam.py:225(_finish)
       56    0.000    0.000    0.000    0.000 variable_scope.py:1148(set_partitioner)
        6    0.000    0.000    0.000    0.000 base.py:453(_method_wrapper)
       84    0.000    0.000    0.000    0.000 variables.py:1923(_as_graph_element)
       44    0.000    0.000    0.000    0.000 variables.py:1927(value)
        1    0.000    0.000    0.000    0.000 math_ops.py:989(_truediv_python3)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:6344(mean)
       16    0.000    0.000    0.000    0.000 execute.py:161(make_int)
        9    0.000    0.000    0.000    0.000 dtypes.py:156(is_quantized)
        7    0.000    0.000    0.000    0.000 tf_inspect.py:370(isfunction)
        7    0.000    0.000    0.000    0.000 __init__.py:329(getMessage)
        2    0.000    0.000    0.000    0.000 _compression.py:66(readinto)
      8/4    0.000    0.000    0.000    0.000 typing.py:1164(__setattr__)
       21    0.000    0.000    0.000    0.000 math_ops.py:2995(<genexpr>)
       16    0.000    0.000    0.000    0.000 <string>:16(_make)
        3    0.000    0.000    0.000    0.000 lazy_loader.py:42(_load)
       60    0.000    0.000    0.000    0.000 ops.py:4995(_colocation_stack)
       30    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetRestartOnThread}
       30    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        7    0.000    0.000    0.000    0.000 __init__.py:829(format)
        1    0.000    0.000    0.000    0.000 optimizer.py:517(<listcomp>)
        2    0.000    0.000    0.001    0.000 math_grad.py:607(_ExpGrad)
        2    0.000    0.000    0.000    0.000 gzip.py:378(__init__)
        2    0.000    0.000    0.000    0.000 gzip.py:493(_read_eof)
        1    0.000    0.000    0.001    0.001 gradients_util.py:139(_DefaultGradYs)
        1    0.000    0.000    0.001    0.001 adam.py:134(_prepare)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1102(caching_device)
        1    0.000    0.000    0.000    0.000 variables.py:3217(<listcomp>)
        1    0.000    0.000    0.001    0.001 variables.py:3195(variables_initializer)
        2    0.000    0.000    0.001    0.000 gen_math_ops.py:5677(log)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:9540(sigmoid)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:10739(sqrt)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:10887(square)
       25    0.000    0.000    0.000    0.000 op_def_library.py:590(<genexpr>)
        3    0.000    0.000    0.000    0.000 tensor_util.py:578(<listcomp>)
        3    0.000    0.000    0.000    0.000 tensor_util.py:767(constant_value)
        2    0.000    0.000    0.000    0.000 object_identity.py:160(__init__)
        8    0.000    0.000    0.000    0.000 random_seed.py:37(get_seed)
       10    0.000    0.000    0.000    0.000 tensor_shape.py:847(__getitem__)
        1    0.000    0.000    0.000    0.000 device_spec.py:261(_get_combined_properties)
      116    0.000    0.000    0.000    0.000 ops.py:152(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetOpDef}
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:2110(TF_NewSessionOptions)
        7    0.000    0.000    0.000    0.000 __init__.py:387(usesTime)
        7    0.000    0.000    0.000    0.000 __init__.py:542(usesTime)
       14    0.000    0.000    0.000    0.000 __init__.py:809(acquire)
        7    0.000    0.000    0.000    0.000 __init__.py:1446(handle)
        3    0.000    0.000    0.000    0.000 distribution_strategy_context.py:287(_get_default_strategy)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       70    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        7    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       20    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       14    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.221    0.221 __init__.py:149(train_images)
        1    0.000    0.000    0.000    0.000 adam.py:39(__init__)
       14    0.000    0.000    0.000    0.000 adam.py:123(<lambda>)
        6    0.000    0.000    0.000    0.000 base.py:545(_maybe_initialize_trackable)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:7908(real_div)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:10819(sqrt_grad)
        8    0.000    0.000    0.000    0.000 op_def_library.py:505(<listcomp>)
        7    0.000    0.000    0.000    0.000 tf_logging.py:63(_logger_find_caller)
        7    0.000    0.000    0.000    0.000 __init__.py:120(getLevelName)
        2    0.000    0.000    0.000    0.000 _compression.py:39(__init__)
       28    0.000    0.000    0.000    0.000 optimizer.py:108(__init__)
        1    0.000    0.000    0.249    0.249 optimizer.py:355(minimize)
        1    0.000    0.000    0.001    0.001 math_grad.py:558(_SquareGrad)
        2    0.000    0.000    0.003    0.001 math_grad.py:36(_safe_shape_div)
        1    0.000    0.000    0.000    0.000 math_grad.py:960(_SigmoidGrad)
        2    0.000    0.000    0.000    0.000 gzip.py:20(open)
        1    0.000    0.000    0.000    0.000 gradients_util.py:268(_StopOps)
        1    0.000    0.000    0.000    0.000 control_flow_state.py:754(MaybeCreateControlFlowState)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       25    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        2    0.000    0.000    0.000    0.000 base.py:814(_handle_deferred_dependencies)
        1    0.000    0.000    0.000    0.000 math_ops.py:3101(sigmoid)
        2    0.000    0.000    0.001    0.000 math_ops.py:1152(floordiv)
        1    0.000    0.000    0.000    0.000 gen_math_ops.py:9605(sigmoid_grad)
        1    0.000    0.000    0.001    0.001 array_ops.py:2577(placeholder)
       17    0.000    0.000    0.000    0.000 compat.py:39(_date_to_date_number)
        4    0.000    0.000    0.002    0.000 array_ops.py:424(shape)
        4    0.000    0.000    0.000    0.000 op_def_library.py:141(_MakeFloat)
        1    0.000    0.000    0.000    0.000 lock_util.py:54(__init__)
       16    0.000    0.000    0.000    0.000 tensor_shape.py:98(dimension_value)
        1    0.000    0.000    0.000    0.000 monitoring.py:133(get_cell)
       12    0.000    0.000    0.000    0.000 ops.py:2009(_set_device_from_string)
        2    0.000    0.000    0.000    0.000 device.py:115(__init__)
       12    0.000    0.000    0.000    0.000 ops.py:140(string_merge)
       13    0.000    0.000    0.000    0.000 ops.py:421(device)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteSessionOptions}
        7    0.000    0.000    0.000    0.000 threading.py:1230(current_thread)
        2    0.000    0.000    0.001    0.000 nn_grad.py:446(_LeakyReluGrad)
        4    0.000    0.000    0.000    0.000 gzip.py:385(_init_read)
        9    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        2    0.000    0.000    0.000    0.000 __init__.py:34(download_file)
       56    0.000    0.000    0.000    0.000 variable_scope.py:1106(partitioner)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1328(__init__)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1082(reuse)
        2    0.000    0.000    0.001    0.000 variables.py:1077(_run_op)
        4    0.000    0.000    0.000    0.000 execute.py:154(make_float)
       10    0.000    0.000    0.000    0.000 tensor_shape.py:263(assert_is_compatible_with)
        5    0.000    0.000    0.000    0.000 tensor_shape.py:969(assert_same_rank)
        3    0.000    0.000    0.000    0.000 lazy_loader.py:61(__getattr__)
        3    0.000    0.000    0.000    0.000 ops.py:4891(prevent_feeding)
        1    0.000    0.000    0.000    0.000 ops.py:5304(default_session)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_SetConfig}
       14    0.000    0.000    0.000    0.000 __init__.py:705(filter)
       14    0.000    0.000    0.000    0.000 __init__.py:816(release)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        7    0.000    0.000    0.000    0.000 threading.py:1076(name)
       16    0.000    0.000    0.000    0.000 _methods.py:47(_all)
       14    0.000    0.000    0.000    0.000 optimizer.py:114(target)
        1    0.000    0.000    0.000    0.000 optimizer.py:504(<listcomp>)
        1    0.000    0.000    0.000    0.000 optimizer.py:521(_scale_loss)
        2    0.000    0.000    0.000    0.000 optimizer.py:904(_valid_dtypes)
        2    0.000    0.000    0.001    0.000 nn_grad.py:413(_ReluGrad)
       13    0.000    0.000    0.000    0.000 gradients_util.py:975(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       28    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       12    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        7    0.000    0.000    0.000    0.000 process.py:146(name)
       42    0.000    0.000    0.000    0.000 variable_scope.py:1094(use_resource)
        1    0.000    0.000    0.001    0.001 variables.py:3229(global_variables_initializer)
        1    0.000    0.000    0.001    0.001 math_ops.py:1815(reduce_mean)
        3    0.000    0.000    0.001    0.000 math_ops.py:328(multiply)
        8    0.000    0.000    0.000    0.000 math_ops.py:1419(<genexpr>)
        2    0.000    0.000    0.002    0.001 math_ops.py:1462(reduce_sum_v1)
        2    0.000    0.000    0.000    0.000 object_identity.py:161(<listcomp>)
       14    0.000    0.000    0.000    0.000 indexed_slices.py:249(convert_to_tensor_or_indexed_slices)
       10    0.000    0.000    0.000    0.000 indexed_slices.py:353(convert_n_to_tensor_or_indexed_slices)
        1    0.000    0.000    0.000    0.000 c_api_util.py:45(__init__)
        4    0.000    0.000    0.000    0.000 device_spec.py:332(_components_to_string)
       13    0.000    0.000    0.000    0.000 device_spec.py:408(__hash__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2051(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2102(__init__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:302(_get_default_replica_context)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:172(get_loss_reduction)
       14    0.000    0.000    0.000    0.000 array_grad.py:649(_IdGrad)
        1    0.000    0.000    0.000    0.000 gradients_util.py:543(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:108(import_module)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(_gcd_import)
        7    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {function DecompressReader.close at 0x7fb6b2bfd048}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       12    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        9    0.000    0.000    0.000    0.000 module_wrapper.py:54(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1025(_abc_negative_cache)
       14    0.000    0.000    0.000    0.000 variables.py:2040(constraint)
        2    0.000    0.000    0.000    0.000 variables.py:2572(graph)
        1    0.000    0.000    0.001    0.001 math_ops.py:1751(reduce_mean_v1)
        2    0.000    0.000    0.001    0.000 array_ops.py:504(size)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:897(num_elements)
        1    0.000    0.000    0.000    0.000 monitoring.py:185(get_cell)
        8    0.000    0.000    0.000    0.000 ops.py:3067(seed)
        1    0.000    0.000    0.000    0.000 ops.py:3915(get_collection_ref)
        3    0.000    0.000    0.000    0.000 device_spec.py:123(from_string)
        1    0.000    0.000    0.000    0.000 device_spec.py:301(<listcomp>)
        8    0.000    0.000    0.000    0.000 ops.py:1590(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_NewSessionOptions}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.SetRequireShapeInferenceFns}
        2    0.000    0.000    0.000    0.000 tempfile.py:430(gettempdir)
        7    0.000    0.000    0.000    0.000 __init__.py:548(formatMessage)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1883(__init__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:55(__init__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:199(has_strategy)
        1    0.000    0.000    0.000    0.000 math_grad.py:568(_SqrtGrad)
        2    0.000    0.000    0.000    0.000 gzip.py:74(__init__)
        4    0.000    0.000    0.000    0.000 gzip.py:389(_read_exact)
        1    0.000    0.000    0.000    0.000 gradients_util.py:562(<listcomp>)
        1    0.000    0.000    0.000    0.000 gradients_util.py:726(<listcomp>)
        1    0.000    0.000    0.000    0.000 session.py:791(as_default)
        2    0.000    0.000    0.000    0.000 {method 'byteswap' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 typing.py:1039(_abc_negative_cache_version)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1110(custom_getter)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1090(dtype)
       28    0.000    0.000    0.000    0.000 variable_scope.py:1098(regularizer)
        1    0.000    0.000    0.000    0.000 variable_scope.py:280(__init__)
        2    0.000    0.000    0.001    0.001 variables.py:2050(assign)
        1    0.000    0.000    0.000    0.000 variables.py:3055(global_variables)
        1    0.000    0.000    0.000    0.000 variables.py:3151(trainable_variables)
        1    0.000    0.000    0.000    0.000 math_ops.py:1036(truediv)
        2    0.000    0.000    0.000    0.000 math_ops.py:1420(<listcomp>)
        1    0.000    0.000    0.000    0.000 common_shapes.py:36(rank)
        1    0.000    0.000    0.000    0.000 op_def_registry.py:43(get_registered_ops)
        1    0.000    0.000    0.000    0.000 monitoring.py:145(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:153(increase_by)
        2    0.000    0.000    0.000    0.000 ops.py:6153(add_to_collection)
        1    0.000    0.000    0.000    0.000 device.py:124(__call__)
        8    0.000    0.000    0.000    0.000 device_spec.py:31(_as_str_or_none)
        4    0.000    0.000    0.000    0.000 device_spec.py:39(_as_device_str_or_none)
       30    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetStopOnThread}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_MonitoringCounterCellIncrementBy}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_MonitoringGetCellCounter0}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_SetTarget}
        2    0.000    0.000    0.000    0.000 _compression.py:36(readable)
        1    0.000    0.000    0.000    0.000 threading.py:74(RLock)
       18    0.000    0.000    0.000    0.000 numeric.py:2283(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 optimizer.py:313(__init__)
        1    0.000    0.000    0.000    0.000 optimizer.py:405(<listcomp>)
        1    0.000    0.000    0.000    0.000 optimizer.py:507(<listcomp>)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:507(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1309(__init__)
        2    0.000    0.000    0.000    0.000 distribution_strategy_context.py:41(__init__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:73(__init__)
        1    0.000    0.000    0.000    0.000 math_grad.py:518(_NegGrad)
       10    0.000    0.000    0.000    0.000 gzip.py:298(closed)
        2    0.000    0.000    0.000    0.000 gradients_util.py:101(<genexpr>)
        4    0.000    0.000    0.000    0.000 gradients_util.py:866(DeviceKey)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:917(_sanity_check)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        7    0.000    0.000    0.000    0.000 process.py:35(current_process)
        2    0.000    0.000    0.000    0.000 base.py:624(_deferred_dependencies)
        3    0.000    0.000    0.000    0.000 object_identity.py:178(add)
        1    0.000    0.000    0.000    0.000 ops.py:6189(get_collection_ref)
       12    0.000    0.000    0.000    0.000 device_spec.py:35(_as_int_or_none)
        1    0.000    0.000    0.000    0.000 device_spec.py:193(make_merged_spec)
        2    0.000    0.000    0.000    0.000 device_spec.py:241(job)
        2    0.000    0.000    0.000    0.000 device_spec.py:245(replica)
        2    0.000    0.000    0.000    0.000 device_spec.py:249(task)
        2    0.000    0.000    0.000    0.000 device_spec.py:253(device_type)
        2    0.000    0.000    0.000    0.000 device_spec.py:257(device_index)
        1    0.000    0.000    0.000    0.000 ops.py:572(_rank)
        6    0.000    0.000    0.000    0.000 _compression.py:12(_check_not_closed)
        2    0.000    0.000    0.000    0.000 _compression.py:150(tell)
        1    0.000    0.000    0.000    0.000 optimizer.py:592(<listcomp>)
        4    0.000    0.000    0.000    0.000 optimizer.py:1241(_call_if_callable)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1967(strategy)
        1    0.000    0.000    0.000    0.000 gradients_util.py:298(<genexpr>)
        1    0.000    0.000    0.000    0.000 gradients_util.py:561(<listcomp>)
        1    0.000    0.000    0.000    0.000 gradients_util.py:563(<listcomp>)
        4    0.000    0.000    0.000    0.000 gradients_util.py:856(<lambda>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
